1	414	0.148035	0.020987
2	403	-0.171256	0.016713
3	423	0.409274	0.018257
4	409	0.002903	0.022462
5	445	1.047857	0.017474
6	433	0.699539	0.017388
7	421	0.351221	0.017810
8	485	2.208917	0.021203
9	397	-0.345415	0.014218
10	422	0.380247	0.022893
11	386	-0.664707	0.016457
12	368	-1.187184	0.014875
13	384	-0.722760	0.020433
14	358	-1.477449	0.015333
15	372	-1.071078	0.013708
16	339	-2.028953	0.013278
17	367	-1.216211	0.015801
18	419	0.293168	0.026883
19	412	0.089982	0.017466
20	401	-0.229309	0.015171
21	399	-0.287362	0.015091
22	383	-0.751787	0.016040
23	385	-0.693733	0.015366
24	373	-1.042052	0.017808
25	401	-0.229309	0.020275
26	434	0.728565	0.018977
27	454	1.309095	0.027448
28	450	1.192989	0.027636
29	453	1.280069	0.027112
30	477	1.976705	0.046835
